0, 0
-27.423, 13.8035
0, 0
-11.7024, -20.0655
0, 0
-16.1454, 4.5471
0, 0
0, 0
0, 0
139.229, -23.8362
0, 0
1.01862, 5.22064
0, 0
1.34532, 0.741586
0, 0
0, 0
0, 0
-8.52262, -23.0412
0, 0
3.51403, -86.4258
0, 0
-58.6095, -28.0973
0, 0
0, 0
0, 0
9.30368, 48.5794
0, 0
2.13911, 1.03125
0, 0
0.155777, 0.143638
0, 0
0, 0
0, 0
0.433446, -17.5451
0, 0
5.60978, -1.28449
0, 0
1.34452, -1.95461
0, 0
0, 0
0, 0
4.44223, 33.5404
0, 0
-1.92492, 0.968647
0, 0
0.809749, 0.661023
0, 0
0, 0
0, 0
6.20109, -10.2292
0, 0
10.6038, -19.3686
0, 0
15.8875, 10.8171
0, 0
0, 0
0, 0
47.1927, 74.4268
0, 0
0.00230211, -0.63099
0, 0
-1.15134, -0.940527
0, 0
0, 0
0, 0
10.7039, -4.4952
0, 0
-47.7406, 26.1487
0, 0
-2.47493, -3.64217
0, 0
0, 0
0, 0
-32.0418, -121.457
0, 0
2.94416, -4.42997
0, 0
-1.05169, -1.11973
0, 0
0, 0
0, 0
-8.8722, -14.8269
0, 0
-161.838, 16.6707
0, 0
5.96137, 28.8334
0, 0
0, 0
0, 0
30.4195, 26.1418
0, 0
-2.17561, -0.951815
0, 0
-0.120521, -0.174279
0, 0
0, 0
0, 0
-4.92474, -4.3842
0, 0
-51.7289, -24.0064
0, 0
-14.4705, 1.52152
0, 0
0, 0
0, 0
-25.1469, 21.5254
0, 0
2.14807, -0.171462
0, 0
0.300828, -1.00107
0, 0
0, 0
0, 0
-5.64468, -11.1214
0, 0
32.8046, -65.6417
0, 0
2.2601, -2.85663
0, 0
0, 0
0, 0
21.7447, 4.39465
0, 0
-0.0131838, -0.630856
0, 0
-1.48662, 0.0124906
0, 0
0, 0
0, 0
9.74357, 0.995744
0, 0
31.0126, -25.8027
0, 0
-44.4178, -46.4075
0, 0
0, 0
0, 0
12.35, -51.7921
0, 0
2.2327, -4.82781
0, 0
-0.756316, -1.33709
0, 0
0, 0
0, 0
-19.8402, 37.0038
0, 0
91.9238, -5.40214
0, 0
60.2724, -40.3611
0, 0
0, 0
0, 0
117.346, -74.6327
0, 0
-2.12629, -1.05742
0, 0
-0.0610158, -0.202917
0, 0
0, 0
0, 0
-13.8886, 5.82389
0, 0
10.444, 7.67166
0, 0
13.7985, 3.64671
0, 0
0, 0
0, 0
25.4302, -13.2754
0, 0
2.15424, 0.0531303
0, 0
0.421108, -0.95672
0, 0
0, 0
0, 0
-5.28312, -20.756
0, 0
-20.875, 14.1433
0, 0
28.0404, 29.6779
0, 0
0, 0
0, 0
57.8356, 18.6082
0, 0
0.0131838, 0.630856
0, 0
1.32641, -0.671431
0, 0
0, 0
0, 0
-2.65975, 10.0476
0, 0
-118.115, -42.1942
0, 0
1.08962, 1.60746
0, 0
0, 0
0, 0
-31.4362, -26.7945
0, 0
-4.60531, 2.66154
0, 0
1.22195, 0.930959
0, 0
0, 0
0, 0
21.0015, 71.7382
0, 0
52.8995, -104.496
0, 0
-13.8086, -16.2828
0, 0
0, 0
0, 0
-104.695, -78.55
0, 0
2.17561, 0.951815
0, 0
-0.0694177, 0.200199
0, 0
0, 0
0, 0
7.69893, 11.2176
0, 0
56.559, -31.3904
0, 0
15.3419, -17.2058
0, 0
0, 0
0, 0
4.57187, -51.0229
0, 0
-2.1445, -0.211462
0, 0
-0.207548, 1.02449
0, 0
0, 0
0, 0
-14.5077, 31.8358
0, 0
113.098, 14.0468
0, 0
2.91069, -10.9274
0, 0
0, 0
0, 0
7.30949, -6.45425
0, 0
-0.00230211, 0.63099
0, 0
1.31271, 0.697838
0, 0
0, 0
0, 0
-23.1874, -82.3002
0, 0
9.27439, 11.9222
0, 0
-45.7459, 37.8258
0, 0
0, 0
0, 0
-50.3927, 21.7085
0, 0
0.208955, 5.31498
0, 0
1.25538, 0.885351
0, 0
0, 0
0, 0
0.23529, 5.77556
0, 0
7.69851, 3.0786
0, 0
11.283, 6.37735
0, 0
0, 0
0, 0
-15.2709, -4.25192
0, 0
2.13911, 1.03125
0, 0
0.138012, 0.160783
0, 0
0, 0
0, 0
3.97869, 4.89928
0, 0
7.16185, -5.9765
0, 0
-0.101186, 2.57481
0, 0
0, 0
0, 0
4.70413, 12.2916
0, 0
-2.10534, -0.459472
0, 0
0.348671, 0.985431
0, 0
0, 0
0, 0
-2.74118, 4.59831
0, 0
0.347893, 0.914616
0, 0
1.51272, -2.72374
0, 0
0, 0
0, 0
-0.741872, -20.8208
0, 0
0.00230211, -0.63099
0, 0
-1.39782, -0.506257
0, 0
0, 0
0, 0
-30.822, 6.80178
0, 0
-94.0892, 124.354
0, 0
16.2635, 19.0073
0, 0
0, 0
0, 0
13.6432, 57.0116
0, 0
1.4688, -5.11227
0, 0
-1.22195, -0.930959
0, 0
0, 0
0, 0
9.87496, 32.1141
0, 0
38.946, -19.5986
0, 0
2.71295, -12.0442
0, 0
0, 0
0, 0
-12.7671, 24.5135
0, 0
-2.17561, -0.951815
0, 0
-0.108492, -0.18201
0, 0
0, 0
0, 0
5.56953, 13.6092
0, 0
23.8275, 11.985
0, 0
14.8453, 4.73947
0, 0
0, 0
0, 0
19.6156, 11.883
0, 0
1.94221, 0.933496
0, 0
0.72806, -0.750049
0, 0
0, 0
0, 0
12.7087, -0.654822
0, 0
15.1765, -8.69268
0, 0
-2.30872, -6.14901
0, 0
0, 0
0, 0
1.13427, -8.89184
0, 0
-0.0131838, -0.630856
0, 0
-1.47107, -0.214807
0, 0
0, 0
0, 0
5.99536, 11.5856
0, 0
17.234, -2.68354
0, 0
24.6407, 0.98778
0, 0
0, 0
0, 0
3.3149, 0.131659
0, 0
-0.241563, -5.3136
0, 0
-1.29224, -0.830631
0, 0
0, 0
0, 0
-12.2454, -16.4702
0, 0
13.8116, -4.1157
0, 0
13.285, -5.82513
0, 0
0, 0
0, 0
-2.33523, -6.18717
0, 0
-2.12629, -1.05742
0, 0
-0.115118, -0.177894
0, 0
0, 0
0, 0
1.49193, -17.5578
0, 0
-12.3984, -7.28302
0, 0
-0.249703, -0.522566
0, 0
0, 0
0, 0
-5.24864, 13.3279
0, 0
1.99598, -0.812185
0, 0
0.0613819, -1.04349
0, 0
0, 0
0, 0
9.6121, -6.64717
0, 0
-8.22065, -2.13404
0, 0
5.94404, 3.86551
0, 0
0, 0
0, 0
-0.887382, 11.3763
0, 0
0.0131838, 0.630856
0, 0
1.29636, -0.727765
0, 0
0, 0
0, 0
-3.13503, -5.23035
0, 0
70.518, -19.6482
0, 0
3.37761, -6.84886
0, 0
0, 0
0, 0
-0.168922, -6.4084
0, 0
-1.18439, 5.18555
0, 0
1.47772, 0.419747
0, 0
0, 0
0, 0
-28.6033, -4.80923
0, 0
-7.23495, -48.019
0, 0
-0.925005, -3.94751
0, 0
0, 0
0, 0
18.4506, 12.3777
0, 0
2.17561, 0.951815
0, 0
-0.101483, 0.18601
0, 0
0, 0
0, 0
-14.3825, -7.02121
0, 0
12.7064, -12.1614
0, 0
3.32943, -7.79934
0, 0
0, 0
0, 0
12.5696, -8.57892
0, 0
-1.65718, -1.37744
0, 0
-0.759595, 0.718096
0, 0
0, 0
0, 0
6.88503, -20.8659
0, 0
-25.913, -22.3959
0, 0
-5.76608, 1.26457
0, 0
0, 0
0, 0
7.96128, 0.32802
0, 0
0.00230211, -0.63099
0, 0
-1.4009, -0.497671
0, 0
0, 0
0, 0
-15.986, 12.6499
0, 0
-17.4739, 13.1778
0, 0
-3.58859, 8.34988
0, 0
0, 0
0, 0
9.08921, -44.641
0, 0
-1.01862, -5.22064
0, 0
-1.34532, -0.741586
0, 0
0, 0
0, 0
11.6647, 3.89605
0, 0
5.48435, 4.63405
0, 0
0.871681, -0.388188
0, 0
0, 0
0, 0
-43.3247, 18.5466
0, 0
-2.13911, -1.03125
0, 0
-0.155777, -0.143638
0, 0
0, 0
0, 0
-3.21742, 7.02971
0, 0
-2.92298, -4.93961
0, 0
-0.699139, -2.64428
0, 0
0, 0
0, 0
-9.43483, 4.3772
0, 0
1.92492, -0.968647
0, 0
-0.809749, -0.661023
0, 0
0, 0
0, 0
5.39013, 1.82297
0, 0
-0.546961, 0.882168
0, 0
4.07742, 0.318846
0, 0
0, 0
0, 0
-40.5485, 16.9628
0, 0
-0.00230211, 0.63099
0, 0
1.15134, 0.940527
0, 0
0, 0
0, 0
7.05106, 6.55566
0, 0
9.38289, 44.9011
0, 0
-3.31594, 3.88214
0, 0
0, 0
0, 0
-108.022, 1.54973
0, 0
-2.94416, 4.42997
0, 0
1.05169, 1.11973
0, 0
0, 0
0, 0
21.5, -13.23
0, 0
2.53335, 66.812
0, 0
21.0884, 5.45663
0, 0
0, 0
0, 0
27.4229, 45.9896
0, 0
2.17561, 0.951815
0, 0
0.120521, 0.174279
0, 0
0, 0
0, 0
-3.45691, -3.58919
0, 0
-32.9703, 55.2833
0, 0
-3.49297, 19.9383
0, 0
0, 0
0, 0
-0.333236, 30.3562
0, 0
-2.14807, 0.171462
0, 0
-0.300828, 1.00107
0, 0
0, 0
0, 0
4.13295, -1.84781
0, 0
4.11105, 17.9186
0, 0
1.57408, -1.70752
0, 0
0, 0
0, 0
13.2919, 5.22552
0, 0
0.0131838, 0.630856
0, 0
1.48662, -0.0124906
0, 0
0, 0
0, 0
-26.0825, -37.0656
0, 0
-23.9544, -23.0616
0, 0
-62.3978, 57.3418
0, 0
0, 0
0, 0
9.30047, -30.9944
0, 0
-2.2327, 4.82781
0, 0
0.756316, 1.33709
0, 0
0, 0
0, 0
-4.63191, -32.9036
0, 0
-7.15058, 34.9657
0, 0
9.56968, 24.057
0, 0
0, 0
0, 0
40.6506, 72.3382
0, 0
2.12629, 1.05742
0, 0
0.0610158, 0.202917
0, 0
0, 0
0, 0
3.61961, 6.6548
0, 0
11.811, -6.40847
0, 0
3.16495, -8.4682
0, 0
0, 0
0, 0
1.15306, -13.5196
0, 0
-2.15424, -0.0531303
0, 0
-0.421108, 0.95672
0, 0
0, 0
0, 0
7.51444, 12.461
0, 0
-0.727758, -4.93029
0, 0
-9.29127, -1.57121
0, 0
0, 0
0, 0
-38.7862, 42.7323
0, 0
-0.0131838, -0.630856
0, 0
-1.32641, 0.671431
0, 0
0, 0
0, 0
2.77584, -4.45296
0, 0
-79.2234, 244.404
0, 0
7.85088, 2.76363
0, 0
0, 0
0, 0
-25.1106, 2.84637
0, 0
4.60531, -2.66154
0, 0
-1.22195, -0.930959
0, 0
0, 0
0, 0
2.296, -39.2036
0, 0
0.146704, -16.7041
0, 0
-4.23274, -2.47677
0, 0
0, 0
0, 0
0.357983, -22.5129
0, 0
-2.17561, -0.951815
0, 0
0.0694177, -0.200199
0, 0
0, 0
0, 0
3.167, -7.71263
0, 0
-6.65853, -46.4725
0, 0
-8.75898, -11.0415
0, 0
0, 0
0, 0
-11.4036, -5.10814
0, 0
2.1445, 0.211462
0, 0
0.207548, -1.02449
0, 0
0, 0
0, 0
1.86647, -14.8084
0, 0
-29.8192, 15.2508
0, 0
0.961688, -0.809802
0, 0
0, 0
0, 0
5.05118, 10.5984
0, 0
